instal;maquina;comb;dtini_oper;din_des;din_iniapur
IVX406;IVX4062280;OL;;;
IVX406;IVX4062283;OL;;;
IVX406;IVX4062284;OL;;;
IVX406;IVX4062288;OL;;;
IVX406;IVX4062289;OL;;;
IVX406;IVX4062290;OL;;;
IVX406;IVX4062291;OL;;;
IVX407;IVX4072292;OL;;;
IVX407;IVX4072293;OL;;;
IVX407;IVX4072295;OL;;;
IVX407;IVX4072296;OL;;;
IVX407;IVX4072297;OL;;;
IVX407;IVX4072298;OL;;;
IVX407;IVX4072299;OL;;;
IVX406;IVX4062325;OL;;;
IVX406;IVX4062326;OL;;;
