id_unidadegeradora;uge_id;instal;maquina;id_tpcombustivel;dtini_oper;din_des;din_iniapur
1203;RNPEPM0UG11;IVX261;IVX2611258;OD;2002-07-06 00:00:00;2005-01-01;
1204;RNPEPM0UG10;IVX261;IVX2611259;OD;2002-07-06 00:00:00;2005-01-01;
1205;RNPEPM0UG6 ;IVX261;IVX2611260;OD;2002-07-06 00:00:00;2005-01-01;
1206;RSUPME0UG2 ;IVX282;IVX2821261;CV;1974-03-01 00:00:00;2018-12-12;1996-01-01 00:00:00
1207;RSUPME0UG1 ;IVX282;IVX2821262;CV;1974-01-01 00:00:00;2018-12-12;1996-01-01 00:00:00
1208;RSUJAC0UG6 ;IVX280;IVX2801263;HD;1968-03-01 00:00:00;;1996-01-01 00:00:00
1209;SPHBE-0UG3 ;IVX108;IVX1081264;HD;1936-01-01 00:00:00;;1996-01-01 00:00:00
1210;SPHBE-0UG2 ;IVX108;IVX1081265;HD;1927-02-01 00:00:00;;1996-01-01 00:00:00
1211;SPHBE-0UG1 ;IVX108;IVX1081266;HD;1926-04-01 00:00:00;;1996-01-01 00:00:00
1212;MSUHSD0UG2 ;IVX252;IVX2521267;HD;2013-07-27 00:00:00;;2018-08-28 00:00:00
1213;MSUHSD0UG1 ;IVX252;IVX2521268;HD;2013-06-14 00:00:00;;2018-08-28 00:00:00
1214;MAGM2-0UG02;IVX194;IVX1941269;OL;2010-02-06 00:00:00;;2010-02-06 00:00:00
1215;CEEGCC0UG8 ;IVX344;IVX3441270;OD;2008-01-01 00:00:00;2013-01-01;
1216;CECGMG0UG5 ;IVX163;IVX1631271;OD;2002-04-21 00:00:00;2004-07-09;
1217;CECGMG0UG3 ;IVX163;IVX1631272;OD;2002-04-21 00:00:00;2003-06-26;
1218;MTDA--0UG2 ;IVX220;IVX2201273;HD;2011-09-14 00:00:00;;2011-09-14 00:00:00
1219;MGUSIM0UG2 ;IVX55;IVX551274;HD;1980-03-01 00:00:00;;1996-01-01 00:00:00
1220;MGUSIM0UG1 ;IVX55;IVX551275;HD;1980-02-01 00:00:00;;1996-01-01 00:00:00
1221;CECGD10UG13;IVX45;IVX451276;OD;2002-04-20 00:00:00;2003-06-26;
1222;MGUSFU0UG8 ;IVX51;IVX511277;HD;1974-02-01 00:00:00;;1996-01-01 00:00:00
1223;CEEGPC0UG3 ;IVX167;IVX1671278;OD;2008-05-26 00:00:00;2013-01-01;
1224;CEEGPC0UG2 ;IVX167;IVX1671279;OD;2008-05-26 00:00:00;2013-01-01;
1225;CEEGJN0UG8 ;IVX166;IVX1661280;OD;2008-01-01 00:00:00;2013-01-01;
1226;PEUPF10UG4 ;IVX241;IVX2411281;OD;2009-06-18 00:00:00;2023-12-31;2009-06-18 00:00:00
1227;PEUPF10UG3 ;IVX241;IVX2411282;OD;2009-06-18 00:00:00;2023-12-31;2009-06-18 00:00:00
1228;PEUPF10UG2 ;IVX241;IVX2411283;OD;2009-06-18 00:00:00;2023-12-31;2009-06-18 00:00:00
1229;RNUJSP0UG1 ;IVX267;IVX2671284;GS;2008-09-10 00:00:00;;2008-09-10 00:00:00
1230;RJUTTR0UG38;IVX85;IVX851285;CC;2007-07-19 00:00:00;;2007-09-01 00:00:00
1231;MTDA--0UG3 ;IVX220;IVX2201286;HD;2011-09-14 00:00:00;;2011-09-14 00:00:00
1232;RJUTTR0UG32;IVX85;IVX851287;GS;2007-07-19 00:00:00;;2007-08-01 00:00:00
1233;CEEGJN0UG6 ;IVX166;IVX1661288;OD;2008-01-01 00:00:00;2013-01-01;
1234;CEEGJN0UG4 ;IVX166;IVX1661289;OD;2008-01-01 00:00:00;2013-01-01;
1235;CEEGJN0UG2 ;IVX166;IVX1661290;OD;2008-01-01 00:00:00;2013-01-01;
1236;CEEGTU0UG9 ;IVX169;IVX1691291;OD;2008-01-01 00:00:00;2013-01-01;
1237;CEEGTU0UG8 ;IVX169;IVX1691292;OD;2008-01-01 00:00:00;2013-01-01;
1238;CEEGTU0UG7 ;IVX169;IVX1691293;OD;2008-01-01 00:00:00;2013-01-01;
1239;CEEGTU0UG4 ;IVX169;IVX1691294;OD;2008-01-01 00:00:00;2013-01-01;
1240;CEEGTU0UG3 ;IVX169;IVX1691295;OD;2008-01-01 00:00:00;2013-01-01;
1241;CEEGTU0UG2 ;IVX169;IVX1691296;OD;2008-01-01 00:00:00;2013-01-01;
1242;CEEGCT0UG8 ;IVX106;IVX1061297;OD;2008-01-01 00:00:00;2013-01-01;
1243;CEEGCT0UG5 ;IVX106;IVX1061298;OD;2008-01-01 00:00:00;2013-01-01;
1244;CEEGCT0UG4 ;IVX106;IVX1061299;OD;2008-01-01 00:00:00;2013-01-01;
1245;CEEGCT0UG3 ;IVX106;IVX1061300;OD;2008-01-01 00:00:00;2013-01-01;
1246;CEEGJN0UG7 ;IVX166;IVX1661301;OD;2008-01-01 00:00:00;2013-01-01;
1247;CECGMG0UG4 ;IVX163;IVX1631302;OD;2002-04-21 00:00:00;2004-07-09;
1248;MTDA--0UG4 ;IVX220;IVX2201303;HD;2011-09-14 00:00:00;;2011-09-14 00:00:00
1249;CEEGPC0UG6 ;IVX167;IVX1671304;OD;2008-05-26 00:00:00;2013-01-01;
1250;CECGMG0UG2 ;IVX163;IVX1631305;OD;2002-04-21 00:00:00;2003-06-26;
1251;CECGJB0UG7 ;IVX162;IVX1621306;OD;2002-04-22 00:00:00;2003-06-26;
1252;CECGJB0UG5 ;IVX162;IVX1621307;OD;2002-04-22 00:00:00;2003-06-26;
1253;CECGJB0UG4 ;IVX162;IVX1621308;OD;2002-04-22 00:00:00;2003-06-26;
1254;CECGJB0UG3 ;IVX162;IVX1621309;OD;2002-04-22 00:00:00;2003-06-26;
1255;CECGAQ0UG9 ;IVX159;IVX1591310;OD;2002-04-22 00:00:00;2004-07-09;
1256;CECGAQ0UG8 ;IVX159;IVX1591311;OD;2002-04-22 00:00:00;2004-07-09;
1257;CECGAQ0UG6 ;IVX159;IVX1591312;OD;2002-04-22 00:00:00;2004-07-09;
1258;CECGAQ0UG5 ;IVX159;IVX1591313;OD;2002-04-22 00:00:00;2004-07-09;
1259;CECGAQ0UG3 ;IVX159;IVX1591314;OD;2002-04-22 00:00:00;2004-07-09;
1260;CECGAQ0UG2 ;IVX159;IVX1591315;OD;2002-04-22 00:00:00;2004-07-09;
1261;CECGD20UG13;IVX46;IVX461316;OD;2002-04-17 00:00:00;2003-06-26;
1262;CECGD20UG11;IVX46;IVX461317;OD;2002-04-17 00:00:00;2003-06-26;
1263;CEEGPC0UG9 ;IVX167;IVX1671318;OD;2008-05-26 00:00:00;2013-01-01;
1264;CECGD20UG9 ;IVX46;IVX461319;OD;2002-04-17 00:00:00;2003-06-26;
1265;CECGD20UG7 ;IVX46;IVX461320;OD;2002-04-17 00:00:00;2003-06-26;
1266;CECGD20UG6 ;IVX46;IVX461321;OD;2002-04-17 00:00:00;2003-06-26;
1267;CECGD20UG3 ;IVX46;IVX461322;OD;2002-04-17 00:00:00;2003-06-26;
1268;CECGD20UG2 ;IVX46;IVX461323;OD;2002-04-17 00:00:00;2003-06-26;
1269;CECGD10UG12;IVX45;IVX451324;OD;2002-04-20 00:00:00;2003-06-26;
1270;CECGD10UG9 ;IVX45;IVX451325;OD;2002-04-20 00:00:00;2003-06-26;
1271;CECGD10UG8 ;IVX45;IVX451326;OD;2002-04-20 00:00:00;2003-06-26;
1272;CECGD10UG7 ;IVX45;IVX451327;OD;2002-04-20 00:00:00;2003-06-26;
1273;CECGD10UG6 ;IVX45;IVX451328;OD;2002-04-20 00:00:00;2003-06-26;
1274;CECGD10UG4 ;IVX45;IVX451329;OD;2002-04-20 00:00:00;2003-06-26;
1275;CECGD10UG2 ;IVX45;IVX451330;OD;2002-04-20 00:00:00;2003-06-26;
1276;CEEGPC0UG5 ;IVX167;IVX1671331;OD;2008-05-26 00:00:00;2013-01-01;
1277;CEEGPC0UG8 ;IVX167;IVX1671332;OD;2008-05-26 00:00:00;2013-01-01;
1278;CECGD20UG8 ;IVX46;IVX461333;OD;2002-04-17 00:00:00;2003-06-26;
1279;GOUCB40UG2 ;IVX80;IVX801334;HD;2006-04-01 00:00:00;;2006-04-01 00:00:00
1280;PYIT500UG2 ;IVX113;IVX1131335;HD;1985-01-01 00:00:00;;1996-01-01 00:00:00
1281;PRUHSS0UG4 ;IVX254;IVX2541336;HD;1982-09-16 00:00:00;;1996-01-01 00:00:00
1282;ROUHJI0G3  ;IVX341;IVX3411337;HD;2014-04-26 00:00:00;;2014-04-26 00:00:00
1283;ROUHJI0G2  ;IVX341;IVX3411338;HD;2014-03-08 00:00:00;;2014-03-08 00:00:00
1284;PRARC-0UG3 ;IVX246;IVX2461339;CC;2006-09-09 00:00:00;;2006-09-09 00:00:00
1285;PEULG-0UG1 ;IVX75;IVX751340;HD;1988-02-28 00:00:00;;1996-01-01 00:00:00
1286;PETPRD0UG3 ;IVX84;IVX841341;DO;2008-01-01 00:00:00;;2005-01-01 00:00:00
1287;PETPRD0UG2 ;IVX84;IVX841342;DO;2008-01-01 00:00:00;;2008-05-16 00:00:00
1288;RSUHMO0UG2 ;IVX275;IVX2751343;HD;2009-09-03 00:00:00;;2009-09-03 00:00:00
1289;RSUHMO0UG1 ;IVX275;IVX2751344;HD;2009-09-01 00:00:00;;2009-09-01 00:00:00
1290;RSUJAC0UG2 ;IVX280;IVX2801345;HD;1962-03-01 00:00:00;;1996-01-01 00:00:00
1291;RSUJAC0UG1 ;IVX280;IVX2801346;HD;1962-03-01 00:00:00;;1996-01-01 00:00:00
1292;RSUITA0UG4 ;IVX279;IVX2791347;HD;1979-01-01 00:00:00;;1996-01-01 00:00:00
1293;SPCPV-0UG1 ;IVX333;IVX3331348;HD;1977-03-10 00:00:00;;1996-01-01 00:00:00
1294;SPCNO20UG3 ;IVX42;IVX421349;HD;1999-05-15 00:00:00;;1999-05-15 00:00:00
1295;ROUHJI0G4  ;IVX341;IVX3411350;HD;2014-06-03 00:00:00;;2014-06-03 00:00:00
1296;SPCNO20UG2 ;IVX42;IVX421351;HD;1999-06-02 00:00:00;;1999-06-02 00:00:00
1297;SPCNO10UG3 ;IVX41;IVX411352;HD;1999-07-11 00:00:00;;1999-07-01 00:00:00
1298;SPCNO10UG2 ;IVX41;IVX411353;HD;1999-05-28 00:00:00;;1999-05-28 00:00:00
1299;PRARC-0UG2 ;IVX246;IVX2461354;GS;2006-09-09 00:00:00;;2006-09-09 00:00:00
1300;PRARC-0UG1 ;IVX246;IVX2461355;GS;2006-09-09 00:00:00;;2006-09-09 00:00:00
1301;MAUTP40UG31;IVX199;IVX1991356;GS;2013-12-13 00:00:00;;2013-12-13 00:00:00
1302;MAUTP40UG21;IVX199;IVX1991357;GS;2013-12-13 00:00:00;;2013-12-13 00:00:00
1303;MAUTP40UG1 ;IVX199;IVX1991358;GS;2013-12-13 00:00:00;;2013-12-13 00:00:00
1304;TOUHPA0UG3 ;IVX316;IVX3161359;HD;2006-09-16 00:00:00;;2006-09-16 00:00:00
1305;TOUHPA0UG2 ;IVX316;IVX3161360;HD;2006-07-29 00:00:00;;2006-07-29 00:00:00
1306;TOUHPA0UG1 ;IVX316;IVX3161361;HD;2006-06-27 00:00:00;;2006-06-27 00:00:00
1307;TOLAJ-0UG5 ;IVX87;IVX871362;HD;2002-11-07 00:00:00;;2002-11-07 00:00:00
1308;TOLAJ-0UG4 ;IVX87;IVX871363;HD;2002-07-30 00:00:00;;2002-07-30 00:00:00
1309;TOLAJ-0UG3 ;IVX87;IVX871364;HD;2002-05-09 00:00:00;;2002-05-09 00:00:00
1310;SPCNO20UG1 ;IVX42;IVX421365;HD;1999-07-13 00:00:00;;1999-07-13 00:00:00
1311;TOLAJ-0UG2 ;IVX87;IVX871366;HD;2002-03-01 00:00:00;;2002-03-01 00:00:00
1312;PAPI--0UG06;IVX230;IVX2301367;HD;2017-01-12 00:00:00;;2017-01-12 00:00:00
1313;ROUHSN0UG42;IVX340;IVX3401368;HD;2016-05-19 00:00:00;;2016-05-19 00:00:00
1314;GOMAXA0UG32;IVX185;IVX1851369;OD;2002-07-16 00:00:00;2006-01-01;
1315;GOMAXA0UG31;IVX185;IVX1851370;OD;2002-07-16 00:00:00;2006-01-01;
1316;GOMAXA0UG29;IVX185;IVX1851371;OD;2002-07-16 00:00:00;2006-01-01;
1317;ROUHSN0UG48;IVX340;IVX3401372;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1318;ROUHSN0UG46;IVX340;IVX3401373;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1319;ROUHSN0UG47;IVX340;IVX3401374;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1320;ROUHSN0UG45;IVX340;IVX3401375;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1321;PABM--0UG18;IVX332;IVX3321376;HD;2019-11-20 00:00:00;;2019-11-20 00:00:00
1322;PABM--0UG17;IVX332;IVX3321377;HD;2019-10-19 00:00:00;;2019-10-19 00:00:00
1323;PABM--0UG16;IVX332;IVX3321378;HD;2019-09-25 00:00:00;;2019-09-25 00:00:00
1324;PABM--0UG15;IVX332;IVX3321379;HD;2019-08-21 00:00:00;;2019-08-21 00:00:00
1325;PABM--0UG14;IVX332;IVX3321380;HD;2019-06-06 00:00:00;;2019-06-06 00:00:00
1326;PABM--0UG13;IVX332;IVX3321381;HD;2019-05-01 00:00:00;;2019-05-01 00:00:00
1327;ROUHSN0UG41;IVX340;IVX3401382;HD;2016-04-14 00:00:00;;2016-04-14 00:00:00
1328;PABM--0UG12;IVX332;IVX3321383;HD;2018-12-06 00:00:00;;2018-12-06 00:00:00
1329;PABM--0UG10;IVX332;IVX3321384;HD;2018-10-05 00:00:00;;2018-10-05 00:00:00
1330;PABM--0UG09;IVX332;IVX3321385;HD;2018-06-13 00:00:00;;2018-06-13 00:00:00
1331;PABM--0UG08;IVX332;IVX3321386;HD;2018-02-01 00:00:00;;2018-02-01 00:00:00
1332;PABM--0UG07;IVX332;IVX3321387;HD;2017-10-28 00:00:00;;2017-10-28 00:00:00
1333;PABM--0UG06;IVX332;IVX3321388;HD;2017-07-19 00:00:00;;2017-07-19 00:00:00
1334;PABM--0UG05;IVX332;IVX3321389;HD;2017-04-20 00:00:00;;2017-04-20 00:00:00
1335;PABM--0UG04;IVX332;IVX3321390;HD;2017-01-18 00:00:00;;2017-01-18 00:00:00
1336;PABM--0UG03;IVX332;IVX3321391;HD;2016-11-02 00:00:00;;2016-11-02 00:00:00
1337;PABM--0UG02;IVX332;IVX3321392;HD;2016-07-16 00:00:00;;2016-07-16 00:00:00
1338;PABM--0UG01;IVX332;IVX3321393;HD;2016-04-20 00:00:00;;2016-04-20 00:00:00
1339;MGUTSV0UG1 ;IVX217;IVX2171394;MS;2015-06-30 00:00:00;;2020-01-01 00:00:00
1340;ROUHSN0UG44;IVX340;IVX3401395;HD;2016-06-29 00:00:00;;2016-06-29 00:00:00
1341;ROUHSN0UG43;IVX340;IVX3401396;HD;2016-06-18 00:00:00;;2016-06-18 00:00:00
1342;PABM--0UG11;IVX332;IVX3321397;HD;2018-11-28 00:00:00;;2018-11-28 00:00:00
1343;ROUHSN0UG49;IVX340;IVX3401398;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1344;MGITUT0UG4 ;IVX56;IVX561399;HD;1960-02-01 00:00:00;;1996-01-01 00:00:00
1345;MGITUT0UG1 ;IVX56;IVX561400;HD;1955-02-01 00:00:00;;1996-01-01 00:00:00
1346;GOMAXA0UG12;IVX185;IVX1851401;OD;2002-07-16 00:00:00;2006-01-01;
1347;GOMAXA0UG10;IVX185;IVX1851402;OD;2002-07-16 00:00:00;2006-01-01;
1348;GOMAXA0UG8 ;IVX185;IVX1851403;OD;2002-07-16 00:00:00;2006-01-01;
1349;GOMAXA0UG7 ;IVX185;IVX1851404;OD;2002-07-16 00:00:00;2006-01-01;
1350;RSUCAN0UG2 ;IVX39;IVX391405;HD;1956-04-01 00:00:00;;2022-09-15 00:00:00
1351;RSUCAN0UG1 ;IVX39;IVX391406;HD;1956-04-01 00:00:00;;2022-09-15 00:00:00
1352;GOMAXA0UG6 ;IVX185;IVX1851407;OD;2002-07-16 00:00:00;2006-01-01;
1353;GOMAXA0UG4 ;IVX185;IVX1851408;OD;2002-07-16 00:00:00;2006-01-01;
1354;GOMAXA0UG3 ;IVX185;IVX1851409;OD;2002-07-16 00:00:00;2006-01-01;
1355;PAPI--0UG02;IVX230;IVX2301410;HD;2016-06-08 00:00:00;;2016-06-08 00:00:00
1356;PAPI--0UG01;IVX230;IVX2301411;HD;2016-04-28 00:00:00;;2016-04-28 00:00:00
1357;BAUSQ-0UG4 ;IVX116;IVX1161412;HD;1981-03-31 00:00:00;;1996-01-01 00:00:00
1358;BAUSQ-0UG3 ;IVX116;IVX1161413;HD;1980-04-30 00:00:00;;1996-01-01 00:00:00
1359;GOMAXA0UG13;IVX185;IVX1851414;OD;2002-07-16 00:00:00;2006-01-01;
1360;BAUSQ-0UG2 ;IVX116;IVX1161415;HD;1980-02-28 00:00:00;;1996-01-01 00:00:00
1361;MGUSCL0UG1 ;IVX62;IVX621416;HD;1973-03-01 00:00:00;;1996-01-01 00:00:00
1362;MGUHRB0UG2 ;IVX214;IVX2141417;HD;2010-05-13 00:00:00;;2010-05-13 00:00:00
1363;ROUHJI0UG44;IVX341;IVX3411418;HD;2016-09-09 00:00:00;;2016-09-09 00:00:00
1364;ROUHJI0UG43;IVX341;IVX3411419;HD;2016-08-20 00:00:00;;2016-08-20 00:00:00
1365;ROUHJI0UG42;IVX341;IVX3411420;HD;2016-03-31 00:00:00;;2016-03-31 00:00:00
1366;ROUHJI0UG41;IVX341;IVX3411421;HD;2016-01-16 00:00:00;;2016-01-16 00:00:00
1367;ROTNE10UG4 ;IVX271;IVX2711422;OD;1990-12-31 00:00:00;2013-01-30;2009-10-23 00:00:00
1368;ROTNE10UG3 ;IVX271;IVX2711423;OD;1990-12-31 00:00:00;2013-01-30;2009-10-23 00:00:00
1369;ROTNE10UG2 ;IVX271;IVX2711424;OD;1990-12-31 00:00:00;2013-01-30;2009-10-23 00:00:00
1370;RJUTME0UG12;IVX259;IVX2591425;GS;2002-02-15 00:00:00;;2002-02-15 00:00:00
1371;RJUTME0UG11;IVX259;IVX2591426;GS;2002-03-29 00:00:00;;2002-03-29 00:00:00
1372;RJUTME0UG10;IVX259;IVX2591427;GS;2002-02-22 00:00:00;;2002-02-22 00:00:00
1373;ROTNE10UG1 ;IVX271;IVX2711428;OD;1990-12-31 00:00:00;2013-01-30;2009-10-23 00:00:00
1374;MGUSCL0UG2 ;IVX62;IVX621429;HD;1973-03-01 00:00:00;;1996-01-01 00:00:00
1375;MGITUT0UG2 ;IVX56;IVX561430;HD;1955-02-01 00:00:00;;1996-01-01 00:00:00
1376;GOMAXA0UG14;IVX185;IVX1851431;OD;2002-07-16 00:00:00;2006-01-01;
1377;GOMAXA0UG18;IVX185;IVX1851432;OD;2002-07-16 00:00:00;2006-01-01;
1378;MTDA--0UG1 ;IVX220;IVX2201433;HD;2011-08-20 00:00:00;;2011-08-20 00:00:00
1379;MSUTWA0UG5 ;IVX218;IVX2181434;GS;2002-07-01 00:00:00;2018-02-20;2013-01-14 00:00:00
1380;MSUTWA0UG4 ;IVX218;IVX2181435;GS;2002-04-30 00:00:00;2018-02-20;2013-01-14 00:00:00
1381;RJUTME0UG20;IVX259;IVX2591436;GS;2002-08-07 00:00:00;;2002-08-07 00:00:00
1382;RJUTME0UG2 ;IVX259;IVX2591437;GS;2001-12-19 00:00:00;;2001-12-19 00:00:00
1383;RJUTME0UG19;IVX259;IVX2591438;GS;2002-07-16 00:00:00;;2002-07-16 00:00:00
1384;MSUTWA0UG3 ;IVX218;IVX2181439;GS;2001-09-01 00:00:00;2018-02-20;2013-01-14 00:00:00
1385;MSUTWA0UG2 ;IVX218;IVX2181440;GS;1999-11-19 00:00:00;2018-02-20;2013-01-14 00:00:00
1386;MSUTWA0UG1 ;IVX218;IVX2181441;GS;1999-04-01 00:00:00;2018-02-20;2013-01-14 00:00:00
1387;RJUTME0UG18;IVX259;IVX2591442;GS;2002-07-16 00:00:00;;2002-07-16 00:00:00
1388;RJUTME0UG17;IVX259;IVX2591443;GS;2002-07-16 00:00:00;;2002-07-16 00:00:00
1389;RJUTME0UG16;IVX259;IVX2591444;GS;2002-02-15 00:00:00;;2002-02-15 00:00:00
1390;RJUTME0UG15;IVX259;IVX2591445;GS;2002-03-14 00:00:00;;2002-03-14 00:00:00
1391;GOMAXA0UG15;IVX185;IVX1851446;OD;2002-07-16 00:00:00;2006-01-01;
1392;RJUTME0UG14;IVX259;IVX2591447;GS;2002-02-15 00:00:00;;2002-02-15 00:00:00
1393;TOLAJ-0UG1 ;IVX87;IVX871448;HD;2001-12-01 00:00:00;;2001-12-01 00:00:00
1394;SPUSLB0UG6 ;IVX314;IVX3141449;HD;1972-04-01 00:00:00;;1996-01-01 00:00:00
1395;SPUSLB0UG5 ;IVX314;IVX3141450;HD;1972-02-01 00:00:00;;1996-01-01 00:00:00
1396;GOMAXA0UG27;IVX185;IVX1851451;OD;2002-07-16 00:00:00;2006-01-01;
1397;GOMAXA0UG26;IVX185;IVX1851452;OD;2002-07-16 00:00:00;2006-01-01;
1398;GOMAXA0UG25;IVX185;IVX1851453;OD;2002-07-16 00:00:00;2006-01-01;
1399;GOMAXA0UG24;IVX185;IVX1851454;OD;2002-07-16 00:00:00;2006-01-01;
1400;GOMAXA0UG21;IVX185;IVX1851455;OD;2002-07-16 00:00:00;2006-01-01;
1401;GOMAXA0UG20;IVX185;IVX1851456;OD;2002-07-16 00:00:00;2006-01-01;
1402;PAPI--0UG05;IVX230;IVX2301457;HD;2017-01-06 00:00:00;;2017-01-06 00:00:00
1403;PAPI--0UG04;IVX230;IVX2301458;HD;2016-11-04 00:00:00;;2016-11-04 00:00:00
1404;PAPI--0UG03;IVX230;IVX2301459;HD;2016-08-05 00:00:00;;2016-08-05 00:00:00
1405;GOMAXA0UG19;IVX185;IVX1851460;OD;2002-07-16 00:00:00;2006-01-01;
1406;RJUTME0UG13;IVX259;IVX2591461;GS;2002-02-15 00:00:00;;2002-02-15 00:00:00
1407;PYIT500UG1 ;IVX113;IVX1131462;HD;1984-02-01 00:00:00;;1996-01-01 00:00:00
1408;ROUHSN0UG50;IVX340;IVX3401463;HD;2017-01-03 00:00:00;;2017-01-03 00:00:00
1409;ROUHJI0UG19;IVX341;IVX3411464;HD;2016-01-06 00:00:00;;2016-01-06 00:00:00
1410;SPCPV-0UG4 ;IVX333;IVX3331465;HD;1979-03-10 00:00:00;;1996-01-01 00:00:00
1411;SPCPV-0UG3 ;IVX333;IVX3331466;HD;1978-05-18 00:00:00;;1996-01-01 00:00:00
1412;SPCPV-0UG2 ;IVX333;IVX3331467;HD;1977-08-31 00:00:00;;1996-01-01 00:00:00
1413;MAGM1-0UG1 ;IVX345;IVX3451468;OL;2010-01-09 00:00:00;;2010-01-09 00:00:00
1414;MAGM1-0UG04;IVX345;IVX3451469;OL;2010-01-09 00:00:00;;2010-01-09 00:00:00
1415;MAGM1-0UG03;IVX345;IVX3451470;OL;2010-01-09 00:00:00;;2010-01-09 00:00:00
1416;ESBECI0UG7 ;IVX175;IVX1751471;OD;2002-06-06 00:00:00;2006-01-01;
1417;MGCUSL0UG35;IVX204;IVX2041472;OD;2002-07-13 00:00:00;2005-01-01;
1418;MGCUSL0UG28;IVX204;IVX2041473;OD;2002-07-13 00:00:00;2005-01-01;
1419;MGCUSL0UG14;IVX204;IVX2041474;OD;2002-07-13 00:00:00;2005-01-01;
1420;MGCUSL0UG7 ;IVX204;IVX2041475;OD;2002-07-13 00:00:00;2005-01-01;
1421;BAEGJG0UG64;IVX145;IVX1451476;OD;2002-06-28 00:00:00;2005-01-01;
1422;BAEGJG0UG50;IVX145;IVX1451477;OD;2002-06-28 00:00:00;2005-01-01;
1423;GOENDA0UG10;IVX47;IVX471478;DO;2002-07-16 00:00:00;2006-01-01;
1424;BAEGJG0UG43;IVX145;IVX1451479;OD;2002-06-28 00:00:00;2005-01-01;
1425;BAEGJG0UG35;IVX145;IVX1451480;OD;2002-06-28 00:00:00;2005-01-01;
1426;BAEGJG0UG21;IVX145;IVX1451481;OD;2002-06-28 00:00:00;2005-01-01;
1427;BAEGJG0UG14;IVX145;IVX1451482;OD;2002-06-28 00:00:00;2005-01-01;
1428;BAEGJG0UG7 ;IVX145;IVX1451483;OD;2002-06-28 00:00:00;2005-01-01;
1429;SEBGLG0UG15;IVX86;IVX861484;OD;2002-06-29 00:00:00;2005-01-01;
1430;SEBGCP0UG6 ;IVX296;IVX2961485;OD;2002-06-23 00:00:00;2005-01-01;
1431;ALBGPP0UG8 ;IVX129;IVX1291486;OD;2002-06-26 00:00:00;2005-01-01;
1432;ALBGPP0UG7 ;IVX129;IVX1291487;OD;2002-06-26 00:00:00;2005-01-01;
1433;ALBGMD0UG9 ;IVX128;IVX1281488;OD;2002-06-09 00:00:00;2005-01-01;
1434;RNPEPM0UG58;IVX261;IVX2611489;OD;2002-07-06 00:00:00;2005-01-01;
1435;RNPEPM0UG51;IVX261;IVX2611490;OD;2002-07-06 00:00:00;2005-01-01;
1436;RNPEPM0UG37;IVX261;IVX2611491;OD;2002-07-06 00:00:00;2005-01-01;
1437;RNPEPM0UG30;IVX261;IVX2611492;OD;2002-07-06 00:00:00;2005-01-01;
1438;BAEGJG0UG42;IVX145;IVX1451493;OD;2002-06-28 00:00:00;2005-01-01;
1439;RNPEPM0UG23;IVX261;IVX2611494;OD;2002-07-06 00:00:00;2005-01-01;
1440;GOENDA0UG17;IVX47;IVX471495;DO;2002-07-16 00:00:00;2006-01-01;
1441;GOENDA0UG31;IVX47;IVX471496;DO;2002-07-16 00:00:00;2006-01-01;
1442;RNTMCB0UG22;IVX262;IVX2621497;OD;2002-07-21 00:00:00;2006-01-01;
1443;RNTMCB0UG21;IVX262;IVX2621498;OD;2002-07-21 00:00:00;2006-01-01;
1444;RNTMCB0UG8 ;IVX262;IVX2621499;OD;2002-07-21 00:00:00;2006-01-01;
1445;RNTMCB0UG1 ;IVX262;IVX2621500;OD;2002-07-21 00:00:00;2006-01-01;
1446;ALBERL0UG97;IVX127;IVX1271501;OD;2002-08-05 00:00:00;2006-01-01;
1447;ALBERL0UG90;IVX127;IVX1271502;OD;2002-08-05 00:00:00;2006-01-01;
1448;ALBERL0UG83;IVX127;IVX1271503;OD;2002-08-05 00:00:00;2006-01-01;
1449;ALBERL0UG76;IVX127;IVX1271504;OD;2002-08-05 00:00:00;2006-01-01;
1450;ALBERL0UG62;IVX127;IVX1271505;OD;2002-08-05 00:00:00;2006-01-01;
1451;ALBERL0UG55;IVX127;IVX1271506;OD;2002-08-05 00:00:00;2006-01-01;
1452;ALBERL0UG48;IVX127;IVX1271507;OD;2002-08-05 00:00:00;2006-01-01;
1453;ALBERL0UG41;IVX127;IVX1271508;OD;2002-08-05 00:00:00;2006-01-01;
1454;ALBERL0UG21;IVX127;IVX1271509;OD;2002-08-05 00:00:00;2006-01-01;
1455;GOENDA0UG24;IVX47;IVX471510;DO;2002-07-16 00:00:00;2006-01-01;
1456;ALBERL0UG14;IVX127;IVX1271511;OD;2002-08-05 00:00:00;2006-01-01;
1457;ALBERL0UG6 ;IVX127;IVX1271512;OD;2002-08-05 00:00:00;2006-01-01;
1458;PEGCPZ0UG3 ;IVX238;IVX2381513;OD;2002-03-15 00:00:00;2006-01-01;
1459;PEGCPZ0UG2 ;IVX238;IVX2381514;OD;2002-03-15 00:00:00;2006-01-01;
1460;SPJUP-0UG7 ;IVX302;IVX3021515;HD;1970-01-01 00:00:00;;1996-01-01 00:00:00
